name,website,phone,address_1,city,state,zip,has_in_state,has_out_state,has_full_service,has_moving_labor,has_packing_services,has_containers,has_agent,has_art_antiques,has_auto_transport,has_broker,has_carrier_broker,has_commercial_moves,has_corporate_reloc,has_govt,has_industrial_movers,has_dod_cert,has_pianos,has_safes,num_trucks,warehouse_size,business_type,since,bbb_link,dot_info,state_license_row,state_assoc_info
Move for Cheap,www.moveforcheap.com,210-669-8841,4031 Tropical Dr,San Antonio,TX,78218,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Move Masters,,214-560-7919,1619 Collin Dr,Allen,TX,75002,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Move Smart,www.movesmarttexas.com,361-643-3923,406 Lang Rd #405,Portland,TX,78374,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Move West Inc.,www.movewestelpaso.com,915-581-0626,4949 Osborne,El Paso,TX,79922,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9,"","","","","","",Not Found
Move-In Perfection,,214-223-1689,110 W Sandy Lake Rd Ste 102,Coppell,TX,75019,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Move-Rite  Transport,www.move-rite.com,325-641-2690,901 N Fisk,Brownwood,TX,76801,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Moveco Movers,,940-733-0369,1650 River Rd,Wichita Falls,TX,76305,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Moveconet,www.moveco.net,972-250-1100,1833 North  Mill St,Lewisville,TX,75067,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Jack  Jeff Transfer Company,,559-734-6898,2310 S Santa Fe St ,Visalia,CA,93292,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Bekins Van Lines
            ","","","","",MEMBER
Moved by Love LLC,movedbylovellc.com,832-885-7517,2500 Tanglewilde St 222,Houston,TX,77063,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Mover,,512-803-2766,2201 S Lakeline Bld,Ceder Park,TX,78613,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Movers Express,,903-757-2088,912 Flanagan,Longview,TX,75602,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
"Movestar, Inc.",www.movestarinc.com,972-716-9911,PO Box 800908,Dallas,TX,75380,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Moving By Design,movingbydesign.com,281-648-6683,1221 Lamar Street  Ste 1130,Houston,TX,77010,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,0,"","","","","","",Not Found
Moving Guys,,325-518-2261,1310 Lawyers Ln,Abilene,TX,79602,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Moving Squad,www.movingsquad.com,281-444-5034,3443 N Sam Houston Pkwy West #250,Houston,TX,77086,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Moving Unlimited,,281-534-9799,5218 Krueger Dr,Dickinson,TX,77539,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Moving With Grace,,512-791-1991,1009 Vasquez,Austin,TX,78741,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Mustang Moving Company,,512-459-6683,8902 United Kingdom Dr,Austin,TX,78748,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Jay's Small Moves,www.jaymoves.com,415-999-6795,3425 Grand Ave #B,Oakland,CA,94610,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",MEMBER
Mustard Seed Moving Company,www.mustardseedmoving.com,210-865-9555,13822 Bent Ridge Drive,San Antonio,TX,78249,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
My Storage of Texas,,915-775-9899,1434 Lomaland,El Paso,TX,79925,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
My Universal Movers,www.myuniversalmovers.com,512-363-0030,13416 Athens Trail,Austin,TX,78729,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
National Moving Company,www.nationalmovingco.com,972-488-6700,45 Misty Pond Dr,Frisco,TX,75034,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
NC Texas Moving Services,www.allied.com,281-983-8047,9010 W Little York,Houston,TX,77040,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Nelson Westerberg of Texas Inc.,www.nelsonwesterberg.com,972-447-0040,3214 Commander Dr,Carrollton,TX,75006,true,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Nevitt Moving  Storage Inc.,www.nevittmoving.com,830-625-6514,3116 W San Antonio St,New Braunfels,TX,78130,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
New Braunfels Moving Company,bestnewbraunfelsmovers.com,210-618-5171,205 Ferrule Dr,Kyle,TX,78640,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
New Start Moving,,817-596-9007,2015 Upper Denton,Weatherford,TX,76085,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
New World Van Lines of Dallas,www.newworldvanlines.com,214-905-9611,13700 Senlac Dr,Dallas,TX,75234,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,201,"","","","","","",Not Found
JBL Moving  Storage Inc.,www.jblmoving.com,800-266-4525,20333 Corisco St ,Chatsworth,CA,91311,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",MEMBER
New World Van Lines of Texas Inc.,www.newworldvanlines.com,713-462-7700,6205 Guhn Rd,Houston,TX,77040,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,201,"","","","","","",Not Found
Nice Moves,www.nicemovesdallas.com,214-747-6683,3020 Quebec St,Dallas,TX,75247,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,"","","","","","",Not Found
Nick's Moving Services,www.nicksmovingservice.com,956-588-6239,6311 Galaxy Dr,Pharr,TX,78577,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
North Dallas Moving  Storage Co Inc.,www.ndms.com,972-241-1562,1804 Trinity Valley Dr,Carrollton,TX,75006,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
North Texas Van Lines,nowebsite.com,214-789-4727,2474 Loyce Dr,Mesquite,TX,75149,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"","","","",http://www.bbb.org/dallas/business-reviews/moving-and-storage-company/north-texas-van-lines-in-dallas-tx-13000070,"","",Not Found
Number One Discount Movers,,210-322-8757,6234 Wild Valley,San Antonio,TX,78242,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Oasis Moving ,www.oasismovers.com,972-241-8384,12200 Ford Rd    Suite 484,Dallas,TX,75234,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Olde World Movers,www.oldeworldmovers.com,817-545-7477,909 Heather,Euless,TX,76040,true,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,"","","",1988,"","","",Not Found
Ollie's Moving,,409-722-7436,3307 Ave B,Nederland,TX,77627,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Omega Movers,www.omegamoverstx.com,713-471-6683,5333 E Fifth St,Katy,TX,77493,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Jie Chi Moving,,408-916-8115,15274 Inverness St,San Leandro,CA,94579,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Orange Movers,,832-350-6263,5900 Bissonnet #2101,Houston,TX,77081,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
P I Moving and Cleaning,,214-732-7175,1901 Norwood Dr,Hurst,TX,76054,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
P J Fast Movers,,713-671-9173,20807 Lansind Ridge Lane,Katy,TX,77449,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
P T Moving Inc.,,575-439-9665,1387 Vista Granada Dr.,El Paso,TX,79936,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Paramount Movers Inc.,,214-224-7555,3164 Springfield Ave,Lancaster,TX,75134,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,47,"","","","","","",Not Found
Patron Movers,,713-922-7345,11355 Richmond Ave Apt1713,Houston,TX,77082,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Payless Movers,,361-334-5143,6422 Birmingham,Corpus Christi,TX,78414,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Pena Brothers Moving,,361-882-8268,2813 Hulbirt,Corpus Christi,TX,78407,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Perez Moving,perezmoving.net,512-784-7804,5804  Encinal  Cv,Austin,TX,78744,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Perez Moving Company,perezmoving.net,210-923-6357,424 Moursond Blvd,San Antonio,TX,78221,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Jim's Moving Service/1000 Oaks Van Lines,,805-498-7374,2697 Lavery Ct # 25,Newbury Park,CA,91320,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Pintor Moving Service,movingcompanyreviews.com,210-212-7778,507 E Myrtle,San Antonio,TX,78212,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Plains North American,,806-376-5331,417 N Polk St,Amarillo,TX,79107,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Plainsmen Moving Service,www.plainsmenmoving.com,806-796-1629,4923 17Th St,Lubbock,TX,79416,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
PODS of the Rio Grande Valley,,956-686-4351,615 Blaze Blvd,Edinburg,TX,78539,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
PODS/Southwest Portable Storage LLC,,903-509-4500,4605 Candy Ln,Tyler,TX,75701,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Point2Point Moving Services,www.point2pointmoving.com,713-691-3659,220 Luther St Box B,Houston,TX,77076,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Policeman Mover LLC,www.policemanmovers.com,817-498-8866,4772 Golden Triangle Blvd,Fort Worth,TX,76244,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Powerhouse Movers LLC,www.powerhousemovers.com,214-282-2479,9309 Caliente Dr,McKinney,TX,75070,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Precise Moving,,281-541-0394,17033 Buttecreek   #815,Houston,TX,77090,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Premier Movers,,832-525-1630,720 West 18th St,Houston,TX,77008,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
"JK Moving Systems, Inc.",www.jkmovingsystems.com,877-284-6683,PO Box 4384,Vallejo,CA,94590,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",MEMBER
Premier Moving  Storage Inc.,,210-432-3991,1003 S Acme Rd #4,San Antonio,TX,78237,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,4,"","","","","","",Not Found
Premier Moving Inc.,,866-756-2323,11 Forest Dr,Huntsville,TX,77320,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,2,"","","","","","",Not Found
Progressive Moving,www.progressivemoving.com,972-484-6035,11441 Stemmons Frwy #231,Dallas,TX,75229,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Proserv Movers ,proservmovers.com,713-941-7767,715 College Ave,South Houston,TX,77587,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Prosperity Movers Inc.,,361-652-4443,121 Zephyr Dr,Victoria,TX,77904,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Proud American Moving Inc.,www.proudamericanmoving.com,214-242-1749,1331 Regal Row #100,Dallas,TX,75247,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Quality Moving  Storage,www.qualitymovingandstorage.com,512-300-9543,8500 Research Blvd St B,Austin,TX,78758,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,0,"","","","","","",Not Found
Quality Moving  Storage Services Inc.,,210-432-2532,1003 S Acme Rd #3,San Antonio,TX,78237,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,1,"","","","","","",Not Found
Quality Moving Services,,254-829-0001,240 Windmill Ln,Waco,TX,76705,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,6,"","","","","","",Not Found
R  L Moving Systems Inc.,www.rlmovingsystems.com,713-680-9406,553 West 38th St,Houston,TX,77018,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,3,"","","","","","",Not Found
Johnson  Daly Moving  Storage,www.jdmovers.com,415-491-4444,110 Belvedere St ,San Rafael,CA,94901,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",MEMBER
R  L Transfer and Storage Co Inc.,www.rltsinc.com,512-272-4524,13806 Old Hwy 20,Manor,TX,78653,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
R  W Movers,www.randwmovers.com,210-573-1701,6844 Flatstone Pass,Converse,TX,78109,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
R P Discount Movers,,832-661-3900,6007 Pecos Valley Dr,Richmond,TX,77469,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Rambo's Movers,www.rambosmoversinc.com,281-421-4930,7315 North Main,Baytown,TX,77521,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Ranger Moving,www.rangermoving.com,817-929-3336,126 County Rd 314,Roaring Spring,TX,79256,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Reeds Moving and Storage Inc.,www.redball.com,830-693-2613,2313 Commerce St,Marble Falls,TX,78654,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for American Red Ball World Wide Movers
            ","","","","",Not Found
Reeseos Movers,www.reeseosmovers.com,817-237-6971,4969 Creek Ridge Trail St,Fort Worth,TX,76179,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Reliable Delivery  Moving,www.reliablemovinganddelivery.com,210-650-0382,13127 Lookout Run,San Antonio,TX,78233,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Rescue Me Movers,,940-736-0186,209 Bolivar Rd,Era,TX,76238,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Rescue Moving Services,www.rescuemovingservices.com,972-249-8233,125 Simpson Ct,Lewisville,TX,75067,true,false,true,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,"","","",2007,"","","",Not Found
"Joyce Van Lines, Inc.",www.joycevanlines.com,909-793-5094,PO Box 10335,San Bernardino,CA,92423,true,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,51,"","","","","","",MEMBER
Reyes Moving Services,,972-494-0403,1525 Lakewood Dr,Garland,TX,75042,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
RF Borghese Enterprises LLC/Moving By Design,www.movingbydesign.com,281-648-6683,1221 Lamar Street  Ste 1130,Houston,TX,77010,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Rhino Moving Pros Inc.,www.rhinomovingpros.com,972-795-4625,525 Pecan Ln,Rowlett,TX,75089,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,2,"","","","","","",Not Found
RHS Moving  Transporting,,832-731-7571,3626 Castle Falls,Manvel,TX,77578,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Rick's Moving  Storage,,956-631-5764,4005 W Hwy 83,McAllen,TX,78501,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Righteous Movers,www.righteousmoving.com,713-283-2668,11770 Westhiemer Rd,Houston,TX,77077,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Rite Way Moving LLC,,956-645-3814,1008 E Bustamante,Laredo,TX,78041,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
River City Van  Storage Inc.,,210-661-2401,326 Springfield Rd,San Antonio,TX,78219,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,9,"","","","","","",Not Found
Roberts Moving  Delivery,,972-921-5744,515 E Palm Valley Blvd 134,Round Rock,TX,78664,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Rocking E Moving  Storage Inc.,,903-784-7821,50 W Oak,Paris,TX,75460,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","","","",Not Found
Two Men and a Truck of Tuscaloosa,www.twomenandatruck.com,205-247-5050,1001 Mcfarland Blvd Ne,Tuscaloosa,AL,35406,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,9,"","","","","","",Not Found
Kennedy Van  Storage Inc.,www.kennedystorage.com,415-826-5605,2015 McKinnon Ave ,San Francisco,CA,94124,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",MEMBER
Rocky Ford Moving Vans Inc.,www.rockyfordmoving.com,432-683-6341,3411 W Industrial Ave,Midland,TX,79703,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Roman's Moving Specialists LLC,,936-756-6065,109 W Ave G,Conroe,TX,77301,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Russell's Movers,,214-280-2675,2744 Spring Rain Dr,Mesquite,TX,75181,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
S  S Moving Company,,214-597-4959,3012 Andrea Ln,Dallas,TX,75228,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
S and S Starving Student Movers Inc.,www.starvingstudentmovers.net,713-988-8664,9770 Overmead Dr,Houston,TX,77065,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
SB Moving,,903-268-7258,1205 Main St,Sulphur Springs,TX,75482,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Safe-Way Moving  Storage Co,www.safeway-moving.com,949-639-0330,PO Box 10179,El Paso,TX,79926,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
Safeway Movers,,361-885-5942,14300 South Padre Island Dr,Corpus Christi,TX,78418,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
San Angelo Transfer Company,,325-655-6100,2015 Ben Ficklin Rd,San Angelo,TX,76903,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Santa Fe Moving  Delivery,,915-328-3679,1417 David Ray Way,El Paso,TX,79936,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
King Relocation Services,www.kingrelocationusa.com,562-921-0555,13535 Larwin Cir ,Santa Fe Springs,CA,90670,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",MEMBER
Scobey Moving and Storage LTD,www.scobeymoving.com,254-526-6622,PO box 10430,Killeen,TX,76547,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Scobey Moving  Storage,www.scobeymoving.com,210-828-8193,PO box 17269,San Antonio,TX,78217,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","","",http://www.bbb.org/central-texas/business-reviews/movers/scobey-moving-and-storage-in-san-antonio-tx-15247,"","",Not Found
Secure Transfer  Storage LLC,,281-442-2939,1013 A Hodgkins,Houston,TX,77032,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Senior Focused Relocations,www.seniorfocusedrelocations.com,972-596-2468,18484 Preston Rd,Dallas,TX,75252,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Serenity Moving,,214-674-6893,19383 Preston,Dallas,TX,75252,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Shamrock Van Lines Inc.,,830-379-9992,971 Schriewer St,Seguin,TX,78155,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,1,"","","","","","",Not Found
Shapkoff Moving Services Inc.,centraltexasmoving.com,254-698-6331,1004 W Hwy 190,Nolanville,TX,76559,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Sherwood Van Lines Inc.,,512-271-7601,3507 Copeland,San Antonio,TX,78219,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,86,"","","","","","",Not Found
Showtime Movers,,210-317-2167,13115 Independence,San Antonio,TX,78233,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Small World Moving,www.smallworldmoving.com,972-294-8083,3242 Garden Brook Dr,Farmers Branch,TX,75234,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
KM Moving Services,www.kmmovingservices.com,559-642-2123,42401 Shady Ln,Oakhurst,CA,93644,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Smart Choice Moving Systems,,832-405-4100,9898 Bissonnet Ste 259,Houston,TX,77036,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Smartbox San Antonio,,210-666-5200,4702 Macro,San Antonio,TX,78218,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
South Texas Movers,www.southtexasmovers.com,361-853-0243,1201 South Padre Island Dr,Corpus Christi,TX,78416,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Southwest Delivery  Moving Co,www.swmdco.com,281-933-1555,10403 Rockley  Rd,Houston,TX,77099,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Space City Movers,www.spacecitymovers.org,281-564-1966,10506 Elmsworth Dr,Houston,TX,77099,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Spartan Moving,www.spartanmove.com,888-352-3641,641 Commercial Dr,Buda,TX,78610,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Sparxs Moving,,832-367-1633,10430 S Kirkwood Rd 205,Houston,TX,77099,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Specialized Cargo Movers Inc.,www.speccargo.com,713-849-9200,7120 Brittmoore Rd Ste 410,Houston,TX,77041,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Specialty Kontract Moving,,214-281-8915,1327 Empire Central-Ste 230,Dallas,TX,75247,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Spring Moving Company,,281-355-1600,395 Sawdust R Ste 2063,The Woodlands,TX,77380,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
La Habra Relocation Inc.,www.lahabrarelocations.com,714-674-5050,2895 E Miraloma Ave ,Anaheim,CA,92806,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","","",http://www.bbb.org/orange-county/business-reviews/moving-and-storage-company/la-habra-relocations-inc-in-anaheim-ca-13061178/,"","",MEMBER
Sprint Moving Services,www.sprintmovingsvc.com,281-667-7260,815 Danbury Park Ln,Houston,TX,77073,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Stagecoach Moving Company Inc.,www.stagecoachmoving.net,512-894-3417,300 West Fitzhugh Rd,Dripping Springs,TX,78620,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Statewide Movers Inc.,www.statewidemover.com,877-232-4732,1925 East Beltline Rd # 518,Carrollton,TX,75006,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Steve Young DBA Apple Moving,www.applemoving.com,817-540-0399,2501 Airport Freeway,Fort Worth,TX,76111,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Strongarm Moving,,281-203-2663,6545 Woodland Lake Loop,Willis,TX,77378,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Student Movers Inc.,houstonstudentmovers.com,713-728-4900,8630 Lipan,Houston,TX,77063,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","","",http://www.bbb.org/houston/business-reviews/movers/student-movers-inc-in-houston-tx-13000024,"","",Not Found
