name,website,phone,address_1,city,state,zip,has_in_state,has_out_state,has_full_service,has_moving_labor,has_packing_services,has_containers,has_agent,has_art_antiques,has_auto_transport,has_broker,has_carrier_broker,has_commercial_moves,has_corporate_reloc,has_govt,has_industrial_movers,has_dod_cert,has_pianos,has_safes,Number of Trucks,Warehouse Size,Business Type,In Business Since,Better Business Bureau,usdot_row,state_license_row,state_association_row
Gulfshore Moving  Crating Inc.,www.atlasagent.com,239-593-8090,1121 Sun Century Rd,Naples,FL,34110,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Gustavo Olivieri Antiques,,305-891-7575,1167 NE 99th St,Miami Shores,FL,33018,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Half Pint Moving  Storage,www.halfpintmoving.com,954-785-0313,1322 SE 1 St,Pompano Beach,FL,33069,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Harold Haycook Moving and Storage Corporation,haycookmoving.com,386-427-4670,6912 Turtle Mound Rd,New Smyrna Beach,FL,32168,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",MEMBER
Harris Moving Company,nowebsite.com,352-369-0754,11479 SW 51st Circle,Ocala,FL,34482,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Haynes Van  Storage,haynesmoving.com,850-434-2751,3495 N Alcaniz St,Pensacola,FL,32503,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Stevens Worldwide Van Lines
            ","","","","",Not Found
Hercules Delivery and Moving,,954-924-8163,1111 Old Griffin Rd,Dania Beach,FL,33314,true,false,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Heritage Van Lines Inc.,www.heritagevanlines.com,888-233-2439,7313 Presidents Dr,Orlando,FL,32810,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Hide-Away Storage Services LLC,hideawaystorage.com,941-755-1166,6791 28th St Circle E,Sarasota,FL,34243,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,7,"","","","","","",MEMBER
High Strength Movers and Cleaners Inc.,nowebsite.com,954-325-7501,1480 NW 47 Ave,Lauder Hill,FL,33313,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Hill's Van Service of Marion County,hillsvanservice.com,352-622-7101,416 NW 7th St,Ocala,FL,34475,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
"Hills Van Service of North Florida, Inc.",www.hillsvan.com,904-781-7920,561 Stevens St,Jacksonville,FL,32205,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
"Hill's Van Service of North Florida, Inc.",www.hillsvan.com,352-372-4271,3500 NE Waldo Rd,Gainesville,FL,32609,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
"Hill's Van Service of North Florida, Inc.",www.hillsvan.com,407-677-0907,3454 Aloma Ave,Winter Park,FL,32792,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
Home Town Moving Company,nowebsite.com,561-699-8379,10398 S 228th Ln,Boca Raton,FL,33432,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
"Hughes Relocation Services, Inc.",www.hughesrelo.com,352-237-7100,445 SW 52nd Ave Ste 800,Ocala,FL,34474,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",MEMBER
Iceman Movers,www.icemanmovers.com,352-343-2084,13026 New York Ave,Astatula,FL,34705,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,"","","","",http://www.bbb.org/central-florida/business-reviews/movers/iceman-movers-in-astatula-fl-1080842,"","",Not Found
Sourdough Express Inc.,sourdoughexpress.com,907-452-1181,1800 W 48Th Ave Ste B,Anchorage,AK,99517,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,79,"","","","","","",MEMBER
Inter-American Movers and Forwarders LLC,interamericanmf.com,305-406-3327,3032 NW 72nd Ave,Miami,FL,33174,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Intl Move LLC,www.intlmove.com,305-944-0400,16980 NE 19th Ave Fl,North Miami Beach,FL,33162,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
J  J Metro Moving  Storage,jjmetro.com,407-875-0000,1101 Kennedy Blvd,Orlando,FL,32810,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
J  M Moving  Storage Specialists Inc.,www.jandmmoving.com,386-761-6181,700 Oak Heights Ct,Port Orange,FL,32127,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
J W Moving  Storage Inc.,,954-788-1234,1377 S Andrews Ave,Pompano Beach,FL,33069,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
J.W. Cole  Sons Inc. of Florida,,239-694-3400,5711 Corporation Cir,Fort Myers,FL,33905,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Jenkins Transfer  Storage Inc.,jenkinstransfer.com,850-243-6111,627 Anchors St NW,Fort Walton Beach,FL,32548,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",MEMBER
Joe Bonnie  Son,joebonniemovers.com,561-272-2122,235 N Congress Ave,Delray Beach,FL,33445,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
Joe's Moving  Storage Inc.,www.joesmoving.com,305-888-3963,9410 NW 100th St,Miami,FL,33178,true,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,4,"","","","","","",MEMBER
"J. Palermo Moving  Storage, Inc.",www.palermomoving.net,941-270-4170,1603 Barber Road,Sarasota,FL,34240,true,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,"","","",1997,"","","",Not Found
Sourdough Express Inc.,sourdoughexpress.com,907-243-2545,600 Driveway St,Fairbanks,AK,99701,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,79,"","","","","","",MEMBER
K  S Moving Systems,,305-944-0007,1251 Sawgrass Corporate Pkwy,Sunrise,FL,33323,true,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Keepit Safe Security Storage Systems Ltd.,,352-746-6683,5050 W Norvell Bryant Hwy,Crystal River,FL,34429,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Kelly's Piano  Organ Inc.,kellyspiano.com,904-743-3822,1716 University Blvd N,Jacksonville,FL,32254,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,1,"","","","","","",Not Found
Kiko Moving Company,nowebsite.com,786-493-2705,15470 SW 41 Ter,Miami,FL,33186,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Kushner Moving Group,www.kushnermoving.com,305-588-2147,4000 W Island Blvd Apt 2607,Aventura,FL,33160,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
La Grande Movers of Central Florida Inc.,www.lagrandemovers.com,407-859-9423,11334 Boggy Creek Rd Ste 127,Orlando,FL,32810,true,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
La Rosa Del Monte,www.larosadelmonte.com,407-859-6262,10208 General Drive,Orlando,FL,32824,true,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,38,"","","","","","",MEMBER
Lakeland Moving  Storage,www.lmands.com,863-666-2700,3216 Winter Lake Rd,Lakeland,FL,33801,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,10,"","","","","","",MEMBER
Laprom Moving Inc.,www.laprommoving.com,305-942-3483,199 E Flagler St #575,Miami,FL,33178,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Lawson Van Lines Inc.,,863-299-2169,1305 5th St SE,Winter Haven,FL,33880,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Sourdough Transfer Inc.,sourdoughtransfer.com,907-452-1181,299 W 64Th Ave,Anchorage,AK,99518,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
Lee's Local  Long Distance Moving Inc.,,352-597-1341,231 Commercial Way,Weeki Wachee,FL,34606,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Let's Go Movers LLC,,941-716-6837,1009 66th Ave W,Bradenton,FL,34207,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Lincoln Moving  Storage of Tampa Inc.,www.lincolnmoving.com,813-358-5720,6507 Harney Rd,Tampa,FL,33610,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",MEMBER
Lions Van Lines LLC,www.lions-vanlines.com,305-424-9326,1838 NW 15th St,Miami,FL,33125,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
"LOL Transport  Moving, Inc.",www.lolmoving.com,813-996-3775,5811 Ehren Cutoff,Land O Lakes,FL,34639,true,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,true,"","","","",http://www.bbb.org/west-florida/business-reviews/movers/lol-transport-and-moving-in-land-o-lakes-fl-90027269,"","",Not Found
Lou's Discount Moving Inc.,www.discountmoves.com,800-416-8263,7325 Ulmerton Rd,Largo,FL,33771,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Luckys Moving Hauling and Delivery Service LLC,luckysmoving.com,941-223-7478,4192 Pincushion St,North Port,FL,34289,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Magic Movers of Florida,www.magicmovers.net,850-747-0667,3404 Orchard Wood Rd,Panama City,FL,32405,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Master Movers of Tallahasee Inc.,www.mastermoverstally.com,850-322-4703,2950 Byington Circle,Tallahassee,FL,32304,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Mathews Moving  Storage Inc.,www.mathewsmoving.calls.net,386-325-7578,1202 Carr St,Palatka,FL,32177,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
Superior Moving,www.superiormovingservice.com,907-451-6683,803 Bidwill Ave,Fairbanks,AK,99701,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
McClain's Van Lines,www.no-website.com,954-321-7773,3402 SW 26th Terr  B5,Dania Beach,FL,33004,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
"McCollister's Transportation Group, Inc.",www.mccollisters.com,407-826-9888,10999 Rocket Blvd,Orlando,FL,32824,true,true,true,false,false,true,true,true,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
"McCollister's Transportation Group, Inc.",www.mccollisters.com,954-835-0069,1251 Sawgrass Corporate Pkwy,Sunrise,FL,33323,true,true,true,false,false,true,true,true,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Metro Van Lines Inc.,www.metrovanlinesinc.com,954-342-9634,2704 S Park Rd,Pembroke Park,FL,33009,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Meyers Van Lines Inc.,meyersvanlinesinc.com,954-464-6722,18739 W Dixie Hwy,N Miami Beach,FL,33180,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
MGM Express Moving  Storage Inc.,www.no-website.com,954-971-4300,2001 NW 15 Ave,Pompano Beach,FL,33069,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Mike's Moving Inc.,www.mikesmoving.com,850-562-6453,3109 W Tennessee St,Tallahassee,FL,32303,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,8,"","","","","","",Not Found
Millennium Relocation Services Inc.,movenowusa.com,305-805-1264,9354 NW 102 St,Miami,FL,33178,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Minorcan Moving  Storage Inc.,www.staugustinemovingandstorage.com,904-824-3500,1324 Mattie St,St Augustine,FL,32084,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Mitchell's Low Cost Movers,www.no-website.com,863-289-3622,220 Lee Ave NE,Winter Haven,FL,33884,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
The Moving Man Inc.,www.themovingman.net,907-348-8889,550 W 54Th Ave,Anchorage,AK,99518,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
M-N-M Moving Inc.,www.mnmmoving.com,954-252-6146,5100 SW 90 Ave,Cooper City,FL,33703,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Modern Movers Inc.,www.movefla.com,239-939-7983,5607 8th St W,Lehigh Acres,FL,33971,true,true,true,true,false,true,true,true,true,false,false,true,true,false,true,true,true,true,"","","","",http://www.bbb.org/west-florida/business-reviews/movers/modern-movers-in-lehigh-acres-fl-6128810,"","",MEMBER
Momma's Moving Company,moverman.startlogic.com,904-696-6662,11232 Saint Johns Industrial Pkwy N,Jacksonville,FL,32254,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,1,"","","","","","",Not Found
Morales Moving and Storage Co Inc.,www.moralesmoving.com,305-573-4800,13200 NW 38th Ct,Miami,FL,33054,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Morey Moving  Storage,moreymovingandstorage.vpweb.com,904-829-6320,1750 Dobbs Rd,St Augustine,FL,32084,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Move For Less Inc.,www.miamimoversforless.com,305-915-3881,17854 NE 5 Ave,Miami,FL,33162,true,true,true,false,false,false,true,true,false,false,false,true,false,false,true,false,true,true,"","","",2007,"","","",Not Found
Move Me Joe Inc.,www.movemejoe.com,561-540-1484,160 Commerce Rd Ste F,Boynton Beach,FL,33435,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Move Pros LLC,www.themovepros.com,352-351-5438,3207 SE 26th Ct,Ocala,FL,34470,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Movex Inc.,www.movex.com,813-908-5557,12183 W Linebaugh Ave,Tampa,FL,33626,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Moving Connection Inc.,flmovingconnection.com,786-457-0220,800 Ocala Rd Ste 256,Tallahassee,FL,32304,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Trans World Moving Systems Inc.,,907-344-4499,400 West 70Th Ave Ste 2,Anchorage,AK,99516,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,12,"","","","","","",MEMBER
Moving On Up Inc.,movingonup.com,954-324-1522,2021 Lee St,Hollywood,FL,33569,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Moving USA Inc.,www.no-website.com,954-929-8998,12472 Lake Underhill Rd #220,Orlando,FL,32810,true,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Mr. Mover of Tampa,www.mr-mover.com,407-830-6683,10284 US Hwy 19 N,Pinellas Park,FL,33782,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"","",Not Found
Mr. Small Move,www.mrsmallmove.com,772-770-2689,475 5th St SW,Vero Beach,FL,32962,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
Museo Vault,www.museovault.com,305-751-1175,346 NW 29th St,Miami,FL,33127,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Naples Moving  Storage Inc.,www.naplesmoving.com,239-434-5229,4185 Corporate Square,Naples,FL,34110,true,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",MEMBER
Nationwide Van Lines Inc.,www.nationwidevanlines.com,954-585-3945,1421 NW 65th Ave,Plantation,FL,33313,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,4,"","","","","","",Not Found
Nelan Relocation Services Inc.,www.stevensworldwide.com,800-633-0422,736 N Eustis St,Eustis,FL,32726,true,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
New Beginnings Moving Inc.,www.no-website.com,305-896-8946,1200 NW 58th Ter  #F,Sunrise,FL,33351,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Nice Jewish Boy Moving  Storage of South Florida Inc.,www.no-website.com,954-441-5100,2906 NW 28th St ,Lauderdale Lakes,FL,33311,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Valley Moving  Storage Inc.,valleymovingandstorage.com,907-373-0827,2551 Palmer/Wasilla Hwy,Wasilla,AK,99654,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
North Florida Moving Systems,www.no-website.com,904-731-3846,6411 Philips Hwy,Jacksonville,FL,32216,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
Ocean Moving  Storage Corp,www.oceanmovingandstorage.com,954-894-0119,2810 S Park Rd,Pembroke Park,FL,33009,true,true,true,true,false,false,true,false,false,false,false,true,true,false,false,false,true,true,"","","",2007,"","","",Not Found
O'Laker's Moving Inc.,www.249move.com,813-249-6683,9207 Palm River Rd Ste 103,Tampa,FL,33619,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
Old Baymeadows Movers Inc.,www.wemovejax.com,904-731-7223,8282 Western Way Circle B3,Jacksonville,FL,32254,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Olympian Moving Systems,www.no-website.com,407-879-0723,1000 Savage Ct,Longwood,FL,32750,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,7,"","","","","","",Not Found
On Time Moving and Storage,www.ontimemovingandstorage.com,904-794-1200,3520 Agricultural Cntr Dr 303,St Augustine,FL,32084,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Ontime Moving Systems Inc.,ontimemoving.us,305-621-0802,16600 NW 54th Ave,Miami Gardens,FL,33014,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,7,"","","","","","",Not Found
Orange Van Lines Inc.,www.no-website.com,239-691-3902,9813 Quinta Artesa Way 106,Fort Myers,FL,33908,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Orellana AV Moving Corp.,orellanaavmoving.com,305-388-0404,8520 SW 150 Ave  105,Miami,FL,33178,true,true,true,false,false,false,true,true,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Oscar's Moving Inc.,www.oscarsmoving.com,305-270-2043,13347 SW 135 Ave,Miami,FL,33186,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Valley Transport and Storage,,907-745-7733,7745 Palmer Wasilla Hwy,Palmer,AK,99645,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Pack  Move Inc.,www.no-website.com,239-573-6000,5733 Inverness Circle,North Fort Myers,FL,33903,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Pak2Go,pak2go.net,305-467-0668,2173 SW 8 St,Miami,FL,33178,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Palm Beach Perez Moving Inc.,www.perezmoving.com,561-848-7678,1205 Hill Ave,West Palm Beach,FL,33407,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Pampered Moves Inc.,www.pamperedmoves.com,941-343-9443,180 Sarasota Center Blvd,Sarasota,FL,34243,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Paradise Movers LLC,www.no-website.com,954-484-5088,762 S Military Trail,Deerfield Beach,FL,33441,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,1,"","","","","","",Not Found
Pardee Moving,www.pardeestorage.com,352-732-3494,3065 NW Blitchton Rd.,Ocala,FL,34475,true,false,true,true,false,false,true,true,false,false,false,true,true,false,true,false,true,true,"",250 units ,"","","","","",Not Found
Parsley's Piano Sales and Service,www.parsleyspiano.com,904-757-3455,14647 Tiki Ln,Jacksonville,FL,32254,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,1,"","","","","","",Not Found
Paulk's Moving  Storage Inc.,paulksmovingfl.com,850-785-4333,724 N Kraft Ave,Panama City,FL,32405,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Peluso Movers Inc.,www.pelusomovers.com,239-643-3303,4306 Exchange Ave,Naples,FL,34104,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Pensacola Moving  Storage LLC,www.no-website.com,850-456-9913,735 N Fairfield Dr,Pensacola,FL,32506,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Changing Spaces Moving Inc.,www.changingspacesmoving.com,205-972-0744,130 Inverness Plaza #243,Birmingham,AL,35242,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,14,"","","","","","",Not Found
World Wide Movers Inc.,www.world-widemovers.com,907-349-2581,7120 Hart St,Anchorage,AK,99518,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Mayflower
            ","","","","",MEMBER
Pete's Moving  Storage,www.realpages.com,305-233-3117,12203 SW 131 Ave,Miami,FL,33174,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
PODS,www.pods.com,407-888-2111,3240 Flightline Dr,Lakeland,FL,33810,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,7,"","","","","","",Not Found
PODS,www.pods.com,352-523-4164,1501 SW 44th Ave,Ocala,FL,34482,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
PODS,www.pods.com,561-615-4272,5479 Leeper Dr,West Palm Beach,FL,33407,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","","","",Not Found
Ponte Vedra Movers,www.pontevedramovers.com,904-285-9940,4265 Mickler Rd,Ponte Vedra Beach,FL,32082,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Port Saint Lucie Movers,movingandstore.com,772-461-6683,5801 S US Hwy 1,Fort Myers,FL,34947,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Powerhouse Moving LLC,www.no-website.com,727-584-4485,"15395 Roosevelt Blvd,  Ste D",Clearwater,FL,33764,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Pro Moving Inc.,www.no-website.com,727-894-4736,2655 Fairfield Ave S,St. Petersburg,FL,33743,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Professional Movers,www.no-website.com,850-939-1697,6742 Betty Ln,Navarre,FL,32566,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Puerto Rico Packers NA Inc.,www.prpackers.com,321-251-7030,124 Midflorida Dr,Orlando,FL,32809,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Allied Alaska,www.alliedalaska.com,888-995-3331,717 East Ship Creek Avenue,Anchorage,AK,99501,true,true,true,false,false,false,false,false,false,false,false,true,true,true,false,true,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
RK Moving  Storage Inc.,www.no-website.com,772-283-6464,3321 SE Slater St,Stuart,FL,34997,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
RR Discount Movers,www.rrdiscountmovers.com,305-693-5301,7200 NW 35 Ave,Miami,FL,33186,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Ray The Mover of Naples Inc.,www.raythemover.com,239-643-4100,3861 Domestic Ave,Naples,FL,34104,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",MEMBER
Read's - Brooks Red Ball Inc.,www.no-website.com,904-296-3343,6411 Philips Hwy,Jacksonville,FL,32216,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,15,"","","","","","",Not Found
Read's Moving Systems of Florida Inc.,readsmoving.com,904-733-2626,6411 Philips Hwy,Jacksonville,FL,32216,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,15,"","","","","","",Not Found
Regions Van Lines Inc.,www.regionsvanlines.com,305-622-6683,15771 NW 16th Ct,Miami,FL,33169,true,true,true,true,false,false,true,true,true,false,false,true,true,false,false,false,true,false,"","","","",http://www.bbb.org/south-east-florida/business-reviews/moving-and-storage-companies/regions-moving-in-miami-fl-92003809,"","",MEMBER
Rex Moving and Storage Inc.,www.rexmoving.com,727-545-8323,7573 46th Ave N,Saint Petersburg,FL,33713,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,6,"","","","","","",Not Found
Rice's Moving  Transport Inc.,www.ricesmoving.com,866-314-8656,5843 Houchin St,Naples,FL,34109,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
